Código,Descripción
73161518-022,Reparacion y/o Mantenimiento de pela papa industrial
73161518-023,Reparacion y/o Mantenimiento de licuadora industrial
73161518-996,Mantenimiento / Reparacion de maquina de coser calzado
73161518-997,Mantenimiento y reparacion de freidora
73161518-998,Mantenimiento y Reparacion de ablandadora de carne
73161518-999,Mantenimiento de olla industrial
73161518-9994,Mantenimiento / Reparacion de cortadora de carne
73161518-9995,Mantenimiento / Reparacion de picadora de carne
73161518-9996,Reparacion / Mantenimiento de Horneadora Industrial para panaderia
73161518-9997,Mantenimiento / Reparacion de Maquina de coser ropa
73161518-9998,Mantenimiento / Reparacion de Congelador
73161518-9999,Mantenimiento / Reparacion de Horno 
73161601-001,Servicio de mantenimiento y reparacion de embarcaciones
73161607-001,Servicio de reparacion y mantenimiento de aeronave
73161607-002,Servicio de reparacion y mantenimiento de helicoptero
73161607-003,Mantenimiento y reparacion de sistemas de navegacion aerea
73161607-999,Servicios de Inspeccion / Diagnostico de transportes aereos
73171601-998,Servicio de Reparacion / Mantenimiento de Nivel
73171601-999,Servicio de Reparacion / Mantenimiento de Teodolito
73171602-002,Servicio de instalacion de equipo medico
73171602-003,Servicio de mantenimiento y reparacion de camara frigorifica para cadaver
73171602-004,Servicio de montaje y desmontaje de equipos medicos
73171602-005,Instalacion de camara frigorifica para uso hospitalario
73171602-006,Servicio de Reparacion y Mantenimiento de Dispositivos Medicos
73171602-9999,Servicio de reparacion / mantenimiento de mobiliario medico
73171605-001,Servicio de reparacion y mantenimiento de equipos de laboratorio
73171605-002,Prueba hidraulica de balones de oxigeno
73171605-998,Servicio de Mantenimiento/Reparacion de Estacion de Monitoreo Sismico
73171605-999,Servicio de Mantenimiento y Reparacion de Planta de Nitrogeno
73171605-9999,Mantenimiento de espectrofotometro
73181001-001,Servicio de torneria
73181908-001,Servicio de soldar
76101501-001,Servicio de esterilizacion de materiales hospitalarios
76111501-001,Servicio de Limpieza de Edificio
76111501-002,Servicio de Limpieza de sanitario movil
76111501-003,Servicio de Limpieza de estacionamiento
76111504-999,Servicios de limpieza de ventanas o contraventanas
76111505-001,Servicio de limpieza de cortina y alfombra
76111505-002,Servicio de limpieza de muebles
76111505-003,Servicio de limpieza de tapizados
76111602-001,Limpieza de canal de desague cloacal
76111603-001,Limpieza de chimenea
76111603-002,Limpieza de parrilla
76111701-001,Servicio de limpieza de terrenos
76111702-001,Servicio de limpieza general de la construccion
76111702-002,Servicio de retiro de escombro
76111702-003,Servicio de retiro de vallado
76111801-001,Lavado completo de vehículo
76121501-001,Servicio de recoleccion de residuos patologicos
76121501-002,Servicio de recoleccion de basura
76121501-003,Descarga de tanque de entrada de liquido cloacal
76121501-9997,Servicio de Recoleccion
76121501-9998,Servicio de recoleccion
76121501-9999,Servicio de Desague de Fosa / Camara Septica
76121503-999,Servicios de limpieza de calles
76121601-001,Confinamiento de residuos con relleno sanitario
76121701-9999,Mantenimiento y/o Reparacion de Planta Tratamiento de Efluentes
76121901-001,Servicio de Recolección de Residuos Hospitalarios
76131501-001,Servicio de retiro de liquidos radioactivos
77101503-001,Analisis del Medio Ambiente
77101504-001,Servicio de evaluacion de impacto ambiental
77101701-001,Consultoria de medio ambiente
77101702-999,Asesoria/Evaluacion de quimicos en el medioambiente
77109999-9999,Obras de Saneamiento de arroyos
77111506-001,Servicio de Dosimetria
77121608-999,Evaluacion de la contaminacion por pesticidas
77121702-001,Servicio de Recuperacion de recursos hidricos
77121703-999,Analisis de Efluentes
77121704-001,Servicio de limpieza de laguna facultativa
77121706-999,Analisis del agua potable
78101502-001,Servicio de Transporte Aereo Internacional de Carga
78101603-001,Transporte terrestre de ganado
78101603-002,Transporte fluvial de ganado
78101604-001,Servicio de transporte de vehiculos
78101702-001,Servicio de transporte internacional por buques
78101802-001,Servicio de Transporte de carga en camión cisterna
78101802-999,Servicios de transporte de bienes
78102101-001,Transporte de productos petroliferos
78102203-001,Servicio de courrier nacional
78102203-002,Servicio de courrier internacional
78102205-001,Servicio de entrega de cartas o pequenos paquetes
78111501-001,Alquiler de avion
78111501-9999,Alquiler de Helicoptero
78111502-001,Provisión de pasaje aereo nacional
78111502-002,Provisión de pasaje aereo internacional
78111503-9999,Servicio de Taxi Aereo
78111601-001,Servicio de transporte de personas
78111802-001,Servicio de autobus para traslado de pasajeros
78111803-9999,Servicio de autobus para traslado de pasajeros (contrato eventual)
78111804-001,Servicio de taxi (terrestre) para translado de pasajeros
78111807-001,Estacionamiento
78111808-001,Alquiler de automóvil para traslado de pasajero
78111808-002,Alquiler de camioneta para traslado de pasajero
78111808-003,Alquiler de Bus para traslado de pasajero
78111808-004,Alquiler de recolector de residuos
78111808-9998,Alquiler de transganado
78111808-9999,Alquiler de camion para carga
78121502-001,Reembolso de carga
78121601-001,Servicio de Estiba de carga
78121601-002,Servicio de desestiba de carga
78121601-003,Servicio de Flete de carga 
78121601-004,Servicio de mudanzas
78131602-001,Almacenaje de archivos
78131603-001,Servicio de almacenamiento de muebles y/o equipos
78131803-9998,Almacenaje de Productos Derivados del Petroleo
78131803-9999,Almacenaje de Productos Quimicos
78131804-001,Servicio de clasificacion de archivos
78141502-001,Servicio de despacho aduanero
78180101-001,Servicio de alineacion y balanceo
78180101-002,Serv. de repar. y mant. de sistema de caja o transmision
78180101-003,Serv. de repar. y  mant. de sistema de dirección
78180101-004,Servicio Reparacion / Mantenimiento de sistema de suspension
78180101-005,Serv. de repar. y mant. de sistema de embrague
78180101-006,Serv. de mant. y repar. de sistema de freno
78180101-007,Servicio de gomeria
78180101-008,Serv. de repar. y mant. sistema limpiaparabrisas
78180101-009,Serv.  de repar. y mant. de sistema electrico
78180101-010,Reparacion y mantenimiento del sistema de turbo
78180101-011,Serv. de mant. y repar. de Tren delantero
78180101-012,Serv. de mant. y repar. de Tren trasero
78180101-013,Serv. de mant. y reparacion de Bomba Inyector
78180101-014,Serv. de mant. y reparacion de Motor
78180101-015,Serv. de mant. y repar. de Sistema de Refrigeración del Motor
78180101-016,Serv. de mant. y repar. de Sistema de Aire Acondicionado
78180101-017,Serv. de mant. y repar. de Regulación de puertas
78180101-018,Serv. de mant. y repar. de Tanque de combustible
78180101-019,Cambio de correa
78180101-020,Mantenimiento o reparacion de motocicleta
78180101-021,Servicio mantenim. o reparac. de tapiceria y alfombrado para vehiculo
78180101-022,Servicio de Engrase
78180101-023,Servicio de Mant.
78180101-024,Reparacion transportador industrial
78180101-025,Mantenimiento y reparacion de sistema hidraulico
78180101-026,Servicio de inspeccion tecnica vehicular
78180101-027,Mantenimiento y reparacion de carroceria
78180101-028,Readecuacion de Transportes
78180101-998,Reparacion
78180101-999,Servicios Mantenimiento / Reparacion de cano de escape / silenciador
78180101-9995,Servicios de reparacion y mantenimiento de bomba de combustible
78180101-9996,Servicio de mant. y repar. de Radiadores
78180101-9997,Servicios de Provision / Montaje de Equipamiento de  Vehiculos
78180101-9998,Servicios de colocacion de baterias
78180101-9999,Servicios de Reparacion y/o Mantenimiento de Sistema de Inyeccion
78180103-001,Cambio de aceite y filtros
78180201-001,Servicio de chaperia y pintura
78180201-002,Reparacion de piezas plasticas de vehiculo
78180303-001,Servicio de remolque de vehiculos
80101504-001,Asesoria de planificacion estrategica
80101506-001,Asesoria administrativa
80101507-001,Consultoria / Asesoria Legal
80101507-002,Consultoria Financiera y administrativa
80101507-003,Consultoria Informatica
80101507-004,Servicio de traducción simultánea en conferencia
80101507-005,Consultoria para elaboracion / evaluacion / monitoreo de programas / proyectos
80101507-006,Consultoria en Telecomunicaciones
80101507-007,Consultoria para diseño de guias
80101507-008,Consultoria y Asesoria en Gestion de Desarrollo Rural.
80101507-009,Consultoria para la implementacion de la ISO
80101507-010,Consultoria Estudio
80101507-011,Consultoria  Apoyo al Desarrollo de una Estrategia de Competitividad
80101507-012,Consultoria y Asesoria en Asuntos Parlamentarios
80101507-013,Consultoria en relevamiento de datos
80101507-014,Consultoria para elaboracion de manuales
80101507-015,Consultoria de investigación para hechos de corrupcion 
80101507-016,Consultoria para Plan Estrategico
80101507-017,Asesoramiento en nutricion y/o seguridad alimentaria
80101507-018,Consultoría para Plan de Capacitaciones varias
80101507-019,Consultoria mejoramiento de barrio o ciudad
80101507-020,Consultoria sobre agricultura
80101507-021,Servicio Consultoria para Diseño de Construccion / Readecuacion de Alcantarillado Sanitario
80101507-022,Consultoria para implementacion de programa de educacion socio-comunitario y ambiental
80101507-023,Consultoria para la Elaboracion del Mapa de Oportunidades de la Oferta Publica
80101507-024,Consultoria Plan de Desarrollo Urbano del Area Metropolitana
80101507-025,Consultoria para Certificadoras de Calidad
80101507-026,Consultoria de comunicaciones
80101507-027,Consultoria para Fortalecimiento de la Gestión
80101507-028,Asesoria de Relaciones Publicas
80101507-029,Asesoria en Educacion y Cultura
80101507-030,Consultoria Servicios de O & M
80101507-031,Consultoria en turismo
80101507-032,Servicio de consultoria de censo
80101507-033,Consultoria para el diseno e implementación de Campana de Comunicacion
80101507-034,Consultoria en desarrollo
80101507-035,Consultoria en Contrataciones Publicas
80101507-036,Consultoria Administrativa y/o Contable
80101507-037,Consultoria plan estrategico para educacion
80101507-038,Consultoria en el área de Salud
80101507-039,Asesoria en deportes
80101507-040,Consultoria en planificacion de eventos
80101507-041,Consultoria en auditoria de gestion tribunalicia
80101507-042,Asesoría de Prensa
80101507-043,Consultoria sobre Violencia y Maltrato de generos
80101507-044,Consultoria y/o Asesoramiento Estudio Tecnico sobre situacion en Entidades del Estado
80101507-045,Consultoria y/o asesoriamento en Recursos Humanos
80101507-046,Consultoria y/o asesoria en encuestas
80101507-047,Consultoria en Ciencias de la Comunicacion
80101507-048,Consultoria sobre Programas de Apoyo Lucha contra el tráfico de personas
80101507-049,Servicio Consultoria para Diseño de Construccion / Readecuacion de Abastecimiento de Agua Potable
80101507-050,Servicio Consultoria para Diseño de Construccion / Readecuacion de Alcantarillado Pluvial
80101507-051,Consultoria para diseno de Sistema Informatico
80101507-983,Consultoria para Capacitacion en Tecnicas de Investigacion
80101507-984,Consultoria en elaboracion de estrategias comerciales
80101507-985,Servicios de Consultoria  Inspeccion/Diagnostico  de Equipos e Laboratorio
80101507-986,Servicio de Consultoria para Diseno de Readecuacion / Mantenimiento Edilicio
80101507-987,Servicios de consultoria en sistematizacion / edicion de datos
80101507-988,Consultoria para Diseno de Planta Procesadora Residuos Solidos
80101507-989,Servicio Consultoria para Diseño de Construccion / Readecuacion Abastecimiento Agua Combate Incendio
80101507-990,Consultoria para el diseño de un sistema estadistico 
80101507-991,Consultoria para el diseño y estructuracion del Fondo de estabilizacion y de Garantias
80101507-992,Consultoria para el diagnostico
80101507-993,Consultoria para certificación de auditores externos y evaluacion de trabajos
80101507-994,Consultoría para el diseño e implementacion de modelo de supervision 
80101507-995,Consultoria para el diseño e implementacion de legajo institucional
80101507-996,Consultoria para el diseño e implementacion de monitoreo a distancia
80101507-997,Servicios de consultoria para el diseño de estructura tecnológica
80101507-998,Servicios de consultoria para capacitacion y evaluacion del personal
80101507-9981,Consultoria para el diseno de instrumento de Evaluacion y capacitacion en su aplicacion
80101507-9982,Servicios de consultoria en sanidad vegetal/semillas
80101507-9983,Consultoria para la Elaboracion de un Estudio de Mercado
80101507-9984,Consultoría para Analisis de Impacto Social
80101507-9985,Evaluacion Externa del Plan de Mejora para Acreditacion de Grado
80101507-9986,Evaluacion Externa de Acreditacion - Grado/Postgrado
80101507-9987,Evaluacion Externa de Diagnostico para Acreditacion - Grado/Posgrado
80101507-9988,Servicio de Consultoria de Diseno y Analisis Estadistico
80101507-9989,Servicio de Consultoria de Diseno de Implementacion de Software
80101507-999,Servicios de consultoria para la elaboración y coordinación de investigaciones socioeconómicas
80101507-9990,Consultoría de estudio de cauces hídricos
80101507-9991,Servicio de Consultoria para Elaboracion de un Modelo de Gestion por Proceso
80101507-9992,Consultoría para Diagnóstico de Procesos
80101507-9993,Consultoria para diseno/construccion de atracadero/muelle/embarcadero
80101507-9994,Consultoría para diseño/construccion de obras viales/pavimentacion
80101507-9995,Diseño de vestuarios
80101507-9996,Servicios de Consultoria y Auditoria de Cierre de Proyecto
80101507-9997,Servicios de Consultoria para Verificacion de Cartera de Credito
80101507-9998,Consultoria para Evaluacion Curricular
80101507-9999,Servicio Consultoria para Relevamiento / Diseño Sistema de Control contra Incendios
80101601-001,Servicio de Consultoria para el estudio de Viabilidad
